retweetcount,text,sentiment,selected_text
0,"The live got postponed due to some technical issues everyone The new date and time will be updated soon 😊
raizawilson raizawilson raiza covid19india covid19 pandemic LINK LINK",negative, postponed due to some technical issues
0,Out of 23748 total COVID19 cases in Rajasthan India 17869 or 75 has been cured as on Sun 12th July 20 at 8AM Info from  MoHFW,neutral, out of 23748 total covid19 cases in rajasthan india 17869 or 75 has been cured as on sun 12th july 20 at 8am info from mohfw
0,Yet another thing CMOKarnataka must to do this time is contain all the slums amp small house area with large population  During lockdown they will be on road try to do some small job amp potential to spread COVID19India  Strict enforcement is required amp more force deployment,positive, yet another thing cmokarnataka must to do this time is contain all the slums amp small house area with large population during lockdown they will be on road try to do some small job amp potential to spread covid19india strict enforcement is required amp more force deployment
0,"CoronavirusIndia panvel Status Recoveries 12June20
Mumbai COVID19India Maharashtra PanvelCorp LINK",neutral, coronavirusindia panvel status recoveries 12june20 mumbai covid19india maharashtra panvelcorp link
15,"The Covid19 curve was flattened in Dharavi because the BMC was proactive in testing tracing and quarantining Social distancing is impossible in the slum and here we are Maybe the rest of the country has a thing or two to learn from them COVID19India 
DKShivakumar LINK",negative, impossible
0,"COVID 19 cases in India until  120720 1930

Total Cases 866118 15759😅
Active 297096🖖🏽
Recovered 545673 9442
Deaths 2967 280🙏🏼
Total Tests 159M🧪

Data covid19indiaorg
CoronaVirus COVID19inIndia India Bot",positive, recovered 545673 9442 deaths 2967 280🙏🏼
1,"Coronavirus covid19 India 
Bollywood megastar Amitabh Bachchan hospitalized with COVID19 AFP AmitabhBachhan
LINK
📸 Dibyangshus LINK",neutral, coronavirus covid19 india bollywood megastar amitabh bachchan hospitalized with covid19 afp amitabhbachhan link 📸 dibyangshus link
1,"Active COVID19 cases in Meghalaya stand at 248  
SangmaConrad tathagata2 COVID19India proshillong DefenceMinIndia DefenceMinIndia PMOIndia narendramodi 
LINK",positive, active covid19 cases in meghalaya stand at 248 sangmaconrad tathagata2 covid19india proshillong defenceminindia defenceminindia pmoindia narendramodi link
0,"Covid confirmed for 435 people in Kerala
LINK
COVID19 COVIDUpdates COVID19India Covid19 COVID19Update coronavaccine NewsUpdate Newsteamz TrendingNow BREAKING Breakinglimits BreakingNews LINK",neutral, covid confirmed for 435 people in kerala link covid19 covidupdates covid19india covid19 covid19update coronavaccine newsupdate newsteamz trendingnow breaking breakinglimits breakingnews link
1,"As of now there is no official report that I am Covid19 positive Badruddin Ajmal
BadruddinAjmal himantabiswa CMOfficeAssam sarbanandsonwal PMOIndia narendramodi COVID19India AssamCovidCount AssamNews 
LINK",positive, positive
1,"Remembering is an act of resistance against forgetting distortion and whitewashing We must never forget what the migrant workers experienced during the lockdown and subsequently  
migrantworkers lockdownindia COVID19India LINK",neutral, remembering is an act of resistance against forgetting distortion and whitewashing we must never forget what the migrant workers experienced during the lockdown and subsequently migrantworkers lockdownindia covid19india link
1,TheOnlyBrahma Hello here is your unroll ShamikaRavi How is Karnataka doing COVID19India 1 After remarkably sustained containment for months Karnataka is LINK Have a good day 🤖,positive, have a good day
0,"Compare the response of todays generation to COVID19India
restrictions to what VeerSavarkar endured in a small illventilated jail cell while also undergoing physical and mental torture at the hands of cruel British jailers

FoodForThought LINK",negative,"Compare the response of todays generation to COVID19India
restrictions to what VeerSavarkar endured in a small illventilated jail cell while also undergoing physical and mental torture at the hands of cruel British jailers

FoodForThought LINK"
1,"2 new positive cases of COVID19 detected in Kokrajhar taking the total to 180 so far Both cases were reported from Institutional quarantine Total recovery is 134 and present active case are 46
COVID19
COVID19India
Report by Preetam",positive, positive
0,"ALMOST 85 LAKHS COVID19INDIA 

Courtesy manoramanews  
LINK",positive, almost 85 lakhs covid19india courtesy manoramanews link
0,The team is willing diligently in these difficult times to give our guests unparalleled aviation services We are prepared to welcome you with warm smiles and ready to take off to your destination safe secure and comfortable covid19india  coronaviruspandemic,positive, the team is willing diligently in these difficult times to give our guests unparalleled aviation services we are prepared to welcome you with warm smiles and ready to take off to your destination safe secure and comfortable
0,Total confirmed COVID19 cases in AndhraPradesh India is 27235 with 12533 active 309 deaths and 14393 cureddischarged Information provider MoHFW GOI,positive, total confirmed covid19 cases in andhrapradesh india is 27235 with 12533 active 309 deaths and 14393 cureddischarged
0,Almost 1600 cases in Bengal today Record jump I suppose Covid19India Lockdown is needed more seriously than ever before But only if people realizes because I have kind of lost hope in people,positive, seriously than ever before but only if people realizes because i have kind of lost hope in people
0,Government is here only to serve the corporates its services are commercialized 😔😡🙏me indiangoverment covid19 lockdown india narendramodi bjp congress Maharashtra ModiYogiRaamRaaj LINK,neutral, government is here only to serve the corporates its services are commercialized 😔😡🙏me indiangoverment covid19 lockdown india narendramodi bjp congress maharashtra modiyogiraamraaj link
8,"VIDEO The challenges of rising mountain of biomedical waste during the Covid19 crisis With AnkurBisen1 LINK
Subscribe my YouTube Channel for more updates EcoNEnergyTalk COVID19India BioMedicalWaste CoronaVirusUpdate",positive, video the challenges of rising mountain of biomedical waste during the covid19 crisis with ankurbisen1 link subscribe my youtube channel for more updates econenergytalk covid19india biomedicalwaste coronavirusupdate
3,"Bollywood superstar AmitabhBachcan said that he had tested positive for COVID19 His son actor Abhishek Bachchan has also tested positive for the virus coronavirus India 

LINK",positive, positive for the virus coronavirus india link
1,"Truth about the Salon

Quarantine lockdown coronavirus COVID19 CoronaInMaharashtra COVID19India LINK",neutral, truth about the salon quarantine lockdown coronavirus covid19 coronainmaharashtra covid19india link
4,"Deforestation and disease How natural habitat destruction can fuel zoonotic diseases 513
COVID19India Covid19 eiadraft2020 eiaforgreenindia 
LINK via mongabayindia",positive, deforestation and disease how natural habitat destruction can fuel zoonotic diseases
1,It feels a lot more safer to get this done at home The service fee was actually on the lower side given the investment in all the new safety procedures Great job guys abhirajbhal urbancompanyUC NewNormal COVID19India,positive,It feels a lot more safer to get this done at home The service fee was actually on the lower side given the investment in all the new safety procedures Great job guys abhirajbhal urbancompanyUC NewNormal COVID19India
0,"Todays bulletin for Punjab
120720

PunjabFightsCorona 
COVID19India
PunjabCoronavirusUpdate 
CoronaUpdatesInIndia
StayAtHome                       
StaySafe LINK LINK",neutral, todays bulletin for punjab 120720 punjabfightscorona covid19india punjabcoronavirusupdate coronaupdatesinindia stayathome staysafe link link
0,Out of 246600 total COVID19 cases in Maharashtra India 136985 or 56 has been cured as on Sun 12th July 20 at 8AM Information via MoHFW GOI,neutral, out of 246600 total covid19 cases in maharashtra india 136985 or 56 has been cured as on sun 12th july 20 at 8am information via mohfw goi
0,"Coronavirus particles can remain infectious in air for over an hour

covid corona stayhome staysafe stayathome quarantine socialdistancing kerala covid19 lockdown india russia thereportinn covid19 india delhi mumbai chennai tamilnadu ts ap gujarat air LINK",neutral, coronavirus particles can remain infectious in air for over an hour covid corona stayhome staysafe stayathome quarantine socialdistancing kerala covid19 lockdown india russia thereportinn covid19 india delhi mumbai chennai tamilnadu ts ap gujarat air link
0,"Who is the biggest threat to our nation 

India votes today 

ModiStrongestPmEver 
Covid19 

c narendramodi BJP4India INCIndia souvikdas17 rubul7 sonikasonik rahmanshoeb meerann majorgauravarya PTINews hasanminhaj 

Presenting you TimesNow exclusive 😂",neutral, who is the biggest threat to our nation india votes today modistrongestpmever covid19 c narendramodi bjp4india incindia souvikdas17 rubul7 sonikasonik rahmanshoeb meerann majorgauravarya ptinews hasanminhaj presenting you timesnow exclusive 😂
0,"Today corona update
BREAKING 
Lockdown TamilNadu Corona StaySafe COVID19
TNTogetherAgainstCorona TNFightsCorona 
COVID19 Covid19India TNHealth IndiaFightsCorona 
TNCoronaUpdate LINK",positive, staysafe
1,"Covid19  India is in a good position in the battle against the COVID19 pandemic and the country will fight the disease with determination and enthusiasm Union HM Amit Shah said AmitShah Coronavirus India AmitShah 
LINK",positive, good
0,"1933 fresh COVID19 cases 19 deaths in Andhra Pradesh Reported Today 

andhrapradesh telangana hyderabad india ysjagan vizag vijayawada ysrcp telugu karnataka tamilnadu kerala chennai visakhapatnam corona kakinada andhra amaravati thereportinn covid19 LINK",positive, thereportinn covid19 link
1,"APFightsCorona Andhra Update 
Andhrapradesh COVID19India LINK",neutral, apfightscorona andhra update andhrapradesh covid19india link
0,"Published 10 July 20

Vadodara Dr Amit ShahPhysician who use to practice at Waghodiya Road area tested ive for Covid19 He was admitted to the hospital amp kept on a ventilator but could not make it amp met his maker on Thursday
RIP🙏
Covid19India 
LINK",neutral, published 10 july 20 vadodara dr amit shahphysician who use to practice at waghodiya road area tested ive for covid19 he was admitted to the hospital amp kept on a ventilator but could not make it amp met his maker on thursday rip🙏 covid19india link
0,"Hello Mr narendramodiI would like to known that why PM Care Fund is not audited yet Is there any hidden agenda Why there is Lack of Transparency Why dont you make this as a public authority Please answer us 
PMCaresFund
RTI
BJP
PMOIndia
COVID19India",negative, lack of transparency
0,"Heres the districtwise Coronavirus infections amp recoveries breakdown in TamilNadu  

COVID COVID19India CoronaOutbreak TN CoronaVirus IndiaFightsCorona CoronaUpdate CoronaTNUpdate StayHomeStaySafe StayHomeSaveLives BreakTheChain FlattenTheCurve LINK",neutral, heres the districtwise coronavirus infections amp recoveries breakdown in tamilnadu covid covid19india coronaoutbreak tn coronavirus indiafightscorona coronaupdate coronatnupdate stayhomestaysafe stayhomesavelives breakthechain flattenthecurve link
380,"There are many things we dont know about COVID19India but there are few statistical facts
1India has high recovery rate 62 compared to many countries US27
2Indias low death rate 15 p million cant be explained by low reporting alone UK670 US402
I explain in👇 LINK",positive, there are many things we dont know about covid19india but there are few statistical facts 1india has high recovery rate 62 compared to many countries us27 2indias low death rate 15 p million cant be explained by low reporting alone uk670 us402 i explain in👇 link
0,"COVID19India 
SAFETY RULES 🚷 OF  COVID19

1 Always cover mouth and nose with a mask
2 Wash hands by using sanitizer or soap
3 Always restrain from crowded areas
4 Follow the rule of lockdown which is implemented by the government
5 At most time spends at home LINK",positive, safety rules 🚷 of covid19 1 always cover mouth and nose with a mask 2 wash hands by using sanitizer or soap 3 always restrain from crowded areas 4 follow the rule of lockdown which is implemented by the government 5 at most time spends at home link
0,Total confirmed COVID19 cases in Karnataka India is 36216 with 20887 active 613 deaths and 14716 cureddischarged Data via Ministry of Health and Family Welfare GOI,positive, total confirmed covid19 cases in karnataka india is 36216 with 20887 active 613 deaths and 14716 cureddischarged data via ministry of health and family welfare goi
2,"Union Home Minister AmitShah AmitShah on Sunday said India was leading a successful fight in managing the coronavirus pandemic at a time when health services of most countries were collapsing

COVIDー19 COVID COVID19India LINK",positive, successful
0,Listening special talk program in newsonair airnewsalerts AIRNewsHindi COVID19India LINK,positive, listening special talk program
0,"Published 9th Of July 20

Jodhpur a resident Doctor of AIIMS Jodhpur amp another Doctor from ESI were tested positive for Covid19
A staff of MDM Hospital and CMHO were also tested positive

Covid19India 
LINK",positive, positive for covid19 a staff of mdm hospital and cmho were also tested positive
0,"India sees biggest oneday jump of 28637 Covid19 cases tally reaches 84953




 
coronavirus CoronavirusIndia CoronaVirusUpdates COVID19India LINK",neutral, india sees biggest oneday jump of 28637 covid19 cases tally reaches 84953 coronavirus coronavirusindia coronavirusupdates covid19india link
0,"Gajab hmara desh bhatak gya hae 👇

1no discussion of corona
2no discussion of unemployment 
3no discussion of economy
4no discussion of hunger
5no discussion of good health sector 
6no discussion of education 

Sachinpilot 
COVID19India 
RajasthanPolitics",positive, good
0,"Smart and dashing lead actor of KasautiiZindagiiKay drama hero
ParthSamthaan tests Corona Positive Pray 4 every1 guys n pls tk care of urself coz Corona Na paise dkhta h na umrAllah jald ye bimar khatm krde ameen serials world india Television coronavirus Covid19 LINK",positive, smart and dashing lead actor of kasautiizindagiikay drama hero parthsamthaan tests corona positive pray
0,"Grab the hot deal of the day Use Coupon Code TK00FTJGOC for free website Click at LINK
aligarh website ecommerce WordPress canada USA  india covid19 amitabhbachchan salmankhan appdevelopment java covıd19 news offensivememes freewebsite LINK",positive, grab the hot deal of the day
0,"We should pray for everyone who is suffering from Corona
coronavirus
LINK
bachchanfamily  AishwaryaRaiBachchan AishwaryaRai AmitabhBachchan Covid19isGettingCloser COVID19 COVID19Vic COVID19LK Bollywood AmitabhBachchanCovidPositive Amitabh india LINK",neutral, we should pray for everyone who is suffering from corona coronavirus link bachchanfamily aishwaryaraibachchan aishwaryarai amitabhbachchan covid19isgettingcloser covid19 covid19vic covid19lk bollywood amitabhbachchancovidpositive amitabh india link
2,"12Jul20  Chennai status
LINK

Case count remains around 1200 for 6th consecutive day

Next 2weeks will tell if this is a good sign or not

Total
738

Active
17989

Recovered
58615

Deceased
1253

Chennai TNHealth COVID19India Covid19Chennai LINK",positive, good
1,"12Jul20  Chennai  168 cases

 more details awaited

Chennai TNHealth COVID19India Tamilnadu Covid19Chennai",positive, awaited
3,"Punekars lining up at petrol pumpslockdown me kahan jaane waale ho 🤔😬😊
Pune Punelockdown COVID19India",neutral, punekars lining up at petrol pumpslockdown me kahan jaane waale ho 🤔😬😊 pune punelockdown covid19india
0,Prayers for speedy recovery for bachchanfamily May god bring them out of COVID19India soon AbhishekBachchan AishwaryaRaiBachchan AmitabhBachchan AaradhyaBachchan AishwaryaRaiBachchan LINK,positive, prayers
0,Total confirmed COVID19 cases in Haryana India is 20582 with 4891 active 297 deaths and 15394 cureddischarged Data from GOI,positive, total confirmed covid19 cases in haryana india is 20582 with 4891 active 297 deaths and 15394 cureddischarged data from goi
8,"If u never try u will never know It is one of the few medical specialities which carries no penalties only benefits☘
homoeopathy homoeopathyworks homoeodoodler hailhomoeopathy India Covid19 preventive BidriDr drmansisingh BhmsGallery homoeogirl sujata3097 LINK",positive, benefits☘
5,"Please everyone be safe And healthy 
Please dont let yourself in any trouble 🙏

May bachan family recover fast 💚❣ 
COVID19 COVID19India",positive, please everyone be safe and healthy
0,Fri 24th July 130230pm Madras Cafe and ActionVillageIn invite you to A Panel Discussion on the Impact of COVID19 on rural communities in India and how it has deepened the migration crisis Register free LINK India development migration COVID19 LINK,positive, invite you to a panel discussion on the impact of covid19 on rural communities in india and how it has deepened the migration crisis register free link india development migration covid19 link
2,"1July20 Zone Data available
LINK

Trends
 Tondiarpet low case
 Valasaravakkam Alandur not settling
 200 cases  Kodambakkam amp not settling

100 cases
AnnaNagar Royapuram Ambattur Adyar

Chennai TNHealth COVID19India Tamilnadu Covid19Chennai LINK",positive, not settling 200 cases kodambakkam amp not settling 100 cases annanagar royapuram ambattur adyar chennai tnhealth covid19india tamilnadu covid19chennai link
3,"To redress concerns of black marketing of Remdesivir the Maharashtra govt has made the rules of purchasing the drug stricter Details 👇✍️

COVID19 Coronavirus India 

LINK",negative, concerns
0,Just a month before the Covid19 scare almost locked the entire nation behind the doors  LINK humanity india,negative, locked
0,"Hello Friends 

COVID19India has derailed our lives PreCovid19 normal way of living is gone for some time now
We need to get ourselves attuned to the NewNormal Way of LivingExploringTheDigitalRealm is an attempt to bridge the gapproviding DigitalSolutions LINK",positive, hello friends covid19india has derailed our lives precovid19 normal way of living is gone for some time now we need to get ourselves attuned to the newnormal way of livingexploringthedigitalrealm is an attempt to bridge the gapproviding digitalsolutions link
0,"Get well soon India  

My Focus with Justice all other thing r world issue and My Govt  is taking care of it with all possible way 

Wat I m worry now is justice and JusticeForSushantSinghRajput  COVID19India LINK",positive, get well soon india my focus with justice all other thing r world issue and my govt is taking care of it with all possible way wat i m worry now is justice and justiceforsushantsinghrajput covid19india link
2,"coronavirustamilnadu districtwise split july 12th

Tamilnadu CoronaTNUpdate 
TN COVID19India Covid19Chennai TNCoronaUpdates TNCoronaUpdate TNFightsCorona coronaupdatetn Chennai ChennaiCorporation Chennai LINK LINK",neutral, coronavirustamilnadu districtwise split july 12th tamilnadu coronatnupdate tn covid19india covid19chennai tncoronaupdates tncoronaupdate tnfightscorona coronaupdatetn chennai chennaicorporation chennai link link
0,"Please STOP forwarding petty jokes about Amitabh ji Its not funny Mahanayak must be treated with utmost respect
Get well soon sir
COVID19India 
dontforwardABJokes",negative, not funny
175,Performed to raise funds for the covid warriors via Gmbfglobal  alluarjun sir I cant match ur style but iv tried my best big fan💥💥 ButtaBomma alluarjun  lockdown COVID19India coronavirus AlluArjunArmy alluarjunNFC AlluArjunAdicts LINK,positive, i cant match ur style but iv tried my best
57,"If Overtaking Russia in Covid19 tally was not enough another Covid Scam has emerged

A Private hospital in Meerut UP has been Promising Covid19 negative reports to patients from District hospital in exchange for money

mondaythoughts
COVID19India 

12 LINK",negative, scam
0,"Are you a Corona Warrior who won the battle
Go ahead and donate plasma to help others
This takes a team effort

ShaliniTelevision PlasmaCovid19 PlasmaBank Delhi Chennai COVID19India StayHomeStaySafe IndiaFightsCOVID19 StayHome IndiaFightsCorona donateplasmasavelives LINK",neutral, are you a corona warrior who won the battle go ahead and donate plasma to help others this takes a team effort shalinitelevision plasmacovid19 plasmabank delhi chennai covid19india stayhomestaysafe indiafightscovid19 stayhome indiafightscorona donateplasmasavelives link
0,"With 85 mln cases coronavirus becomes the next door neighbor in India

pandemic COVID19India AbhishekBachchan SafetyFirst",neutral, with 85 mln cases coronavirus becomes the next door neighbor in india pandemic covid19india abhishekbachchan safetyfirst
11,"Congratulations to our Union Health Minister Dr Harshvardhan Ji to be Indias nominee to be the next WHO Executive Board Chairman
The way you have led India in the fight against Covid19 we are sure you will lead the globe too Heartiest Congratulations once again LINK",positive, congratulations
8,"NoExamUGC
Sabke mind me tensions ka load
COVID19India cases above 8 lakhs
And increasing continuously 
But Exam to dene honge Ugc
Courses ki duration 1 year jada kr do 
nikammisarkar

parliament ku ni open kr lete ho
narendramodi 
ReallySwara 
ugcindia 
AmitShah",neutral, noexamugc sabke mind me tensions ka load covid19india cases above 8 lakhs and increasing continuously but exam to dene honge ugc courses ki duration 1 year jada kr do nikammisarkar parliament ku ni open kr lete ho narendramodi reallyswara ugcindia amitshah
0,"Wishing a speedy recovery to all covid pesent in country stay strong more power to you
COVID19India
 SrBachchan 
AbhishekBachchan 
AmitabhBachchan 
juniorbachchan 
AishwaryaRaiBachchan 
Bollywood",positive, wishing a speedy recovery to all covid pesent in country stay strong more power to you
0,Why only pray for big celebs who got tested positive for covid19  These actors wouldve been nothing if normal people like us wouldnt have supported Pray for every single person all those poor and innocent souls out there who are struggling rn COVID19India CoronaUpdate,negative, poor and innocent souls out there who are struggling
2,"Breaking CoronaTNUpdate 4244  new cases in TN on July 12th Coronavirus positive cases in TamilNadu Total  138470  

COVID COVID19India CoronaOutbreak CoronaInTN CoronaVirus Corona GalattaCares",positive, positive
2,"Knowing the fact that covid19 is at its full pace in Mumbai still industries have resumed there work This will only happen that actors will get affected and will infect many 
COVID19India 
ParthSamthaan",positive, knowing the fact that covid19 is at its full pace in mumbai still industries have resumed there work this will only happen that actors will get affected and will infect many covid19india parthsamthaan
3,"COVID19 update India crosses 4 LAKH reported recoveries 👏👏
From 1 to 500 9 days
From 500 to 100 1 days
From 100 to 200 15 days
From 200 to 400 15 days
COVID19India IndiaFightsCorona COVIDNewsByMIB COVID19INDIA CovidTrackingIn",neutral, covid19 update india crosses 4 lakh reported recoveries 👏👏 from 1 to 500 9 days from 500 to 100 1 days from 100 to 200 15 days from 200 to 400 15 days covid19india indiafightscorona covidnewsbymib covid19india covidtrackingin
1,"Subconsciously over expressing our emotions may indicate that we need someone to talk to It is okay to seek help if you feel so too

Its okay to seek help
Reflect
Realize
Rise

mentalhealthisimportant 
Mentalhealth 
MentalHealthMatters 
COVID19 
COVID19India LINK",positive, mentalhealthisimportant
0,"For the third consecutive days Tiruchy reports 100 positive cases  On sunday  103 tested positive for COVID19India in MAIL  NewIndianXpress 

Tiruchy  COVID19India",positive, positive
0,Watch A quick roundup of all the top news stories today ICAUAE emirates etihad airarabiagroup India UAE SMEs stimulus Covid19 Dubai LINK,positive, watch a quick roundup of all the top news stories today
0,"Get Well Soon
Amitabh Bachchan son Abhishek test positive for COVID19
AmitabhBachchan COVID19
amitabh AmitabhBachhan
virus coronavirus  amitabhbachchancoronapositive  Bollywood BigB COVID GetWellSoon AbhishekBacchan 
COVID19India AmitJi",positive, get well soon amitabh bachchan son abhishek test positive for covid19 amitabhbachchan covid19 amitabh amitabhbachhan virus coronavirus amitabhbachchancoronapositive bollywood bigb covid getwellsoon
8,Important thread on shelter homes esp in light of the news recently of 50 young girls who have tested positive in a shelter home in Kanpur ShelterHomes Covid19India LINK,positive, important
0,"COVID 19 cases in India until  120720 1830

Total Cases 856062 5703😅
Active 291691🖖🏽
Recovered 541227 4996
Deaths 2762 75🙏🏼
Total Tests 159M🧪

Data covid19indiaorg
CoronaVirus COVID19inIndia India Bot",positive, 75🙏🏼
0,"If the same interest of poaching was shown in controlling COVID19India  we could have done way much better in controlling it

Politics COVID19",positive, better
2,"Nagaland Corona Daily Report 12 July

Nagaland reported another 26 new cases in the last 24 hours as the States tally rose to 74

Active cases in Nagaland stands at 47

COVID19India Covid19india LINK",positive, nagaland corona daily report 12 july nagaland reported another 26 new cases in the last 24 hours as the states tally rose to 74 active cases in nagaland stands at 47 covid19india covid19india link
0,"This is just heart breaking 💔
COVID19India TelanganaCovidTruth TelanganaCovidFailure TelanganaCovidFailure LINK",neutral, this is just heart breaking 💔 covid19india telanganacovidtruth telanganacovidfailure telanganacovidfailure link
0,"The UP government has devised a new strategy to combat COVID19 thesagaland 

myogiadityanath 
UPLockdown UttarPradesh UttarPradeshLockdown YogiAdityanath Covid19India COVID19 COVID19 Coronavirus CoronavirusPandemic मोदीयोगीकाजलवा

LINK",positive, the up government has devised a new strategy to combat covid19 thesagaland myogiadityanath uplockdown uttarpradesh uttarpradeshlockdown yogiadityanath covid19india covid19 covid19 coronavirus coronaviruspandemic मोदीयोगीकाजलवा link
2,"No Matter how much you Love the government or hate that government In this case  they wouldnt be able to do a shit if we dont cooperate

Do right things to save the world from this deadly Virus
StayAtHome StayHomeStaySafe
WarAgainstVirus COVID19 Covid19India
PEACE",negative, no matter how much you love the government or hate that government in this case they wouldnt be able to do a shit if we dont cooperate do right things to save the world from this deadly virus stayathome stayhomestaysafe waragainstvirus covid19 covid19india peace
0,"Please Note
Valid Point
COVID19India LINK",neutral, please note valid point covid19india link
0,In TN today 4244 covid19 positive cases reported and todays death is 68  TNCoronaUpdates TamilNadulockdown COVID19India coronavirus,positive, positive
0,"Its getting worse 
COVID19India health",negative, worse
2,"As India on Sunday recorded 85 lakh coronavirus cases the testing per million crossed 80 figure with 6293 percent patients recovering from the disease a positive sign amid pandemic

COVIDー19 COVID19India Covid19 LINK",positive, positive sign
0,"ABPNews Thats the reason India is on top 3
COVIDー19 COVID19India coronavirus CoronavirusIndia",positive, abpnews thats the reason india is on top
0,Out of 35092 total COVID19 cases in UttarPradesh India 2689 or 65 has been cured as on Sun 12th July 20 at 8AM Info from  MoHFW,neutral, out of 35092 total covid19 cases in uttarpradesh india 2689 or 65 has been cured as on sun 12th july 20 at 8am info from mohfw
0,"TSSinghDeo Sir Raipur needs a lock down Most importantly now then ever
raipur 
COVID19India",positive, importantly
1,"Nobody is coming to collect waste My husband and daughter in law are covid ve Have attached the chat history too GujaratFightsCovid19
gujaratcorporation gujaratcorporator gujaratCM PMOfIndia gujaratgovernment COVID19India LINK",neutral, nobody is coming to collect waste my husband and daughter in law are covid ve have attached the chat history too gujaratfightscovid19 gujaratcorporation gujaratcorporator gujaratcm pmofindia gujaratgovernment covid19india link
1,"Breaking CoronaTNUpdate 68 new deaths in past 24 hours Coronavirus deaths TamilNadu Total goes up to 1966  

COVID COVID19India CoronaOutbreak CoronaInTN CoronaVirus Corona IndiaFightsCorona CoronaUpdate GalattaCares",positive, breaking coronatnupdate 68 new deaths in past 24 hours coronavirus deaths tamilnadu total goes up to 1966 covid covid19india coronaoutbreak coronaintn coronavirus corona indiafightscorona coronaupdate galattacares
0,"JampK Lockdown reimposed in Srinagar amid rise in corona cases deaths

MoHFWINDIA ICMRDELHI kansalrohit69 JmuKmrPolice COVID19India 

Read story  LINK LINK",neutral, jampk lockdown reimposed in srinagar amid rise in corona cases deaths mohfwindia icmrdelhi kansalrohit69 jmukmrpolice covid19india read story link link
1,"Breaking CoronaTNUpdate Chennai registers 1168 New cases on July 12th Coronavirus positive cases in Chennai Total  7326  COVID19 

COVID COVID19India CoronaOutbreak CoronaInTN CoronaVirus Corona IndiaFightsCorona CoronaUpdate GalattaCares",positive, positive
2,"GoodNews CoronaTNUpdate 3617 New recoveries Coronavirus Total recoveries in TamilNadu becomes 89532  

COVID COVID19India CoronaOutbreak CoronaInTN CoronaVirus Corona IndiaFightsCorona CoronaUpdate PositiveVibes GalattaCares",positive, goodnews
0,Good to see 2 Indian Companies COVID19India  COVAXIN AatmaNirbharBharat  vaccine covid19 LINK,positive, good
0,jamewils sir please plot Bihar trajectory also COVID19India,neutral, jamewils sir please plot bihar trajectory also covid19india
1,"If Dharavi stands out as an exceptional success story in COVID19India management and acclaimed by WHO which success in Odisha has been internationally acclaimed
 justcurious",positive, exceptional success story in covid19india management and acclaimed by who which success in odisha has been internationally acclaimed justcurious
0,"District wise break up of Coronavirus cases in Tamil Nadu as of July 12

Tamilnadu Chennai CoronaVirusUpdate CoronaUpdatesInIndia COVID19India TNCoronaUpdates Coronaupdatesindia TamilNaduCoronaupdate Coronavirusindia Covid19Chennai COVID19tamilnadu COVID19 Corona LINK",neutral, district wise break up of coronavirus cases in tamil nadu as of july 12 tamilnadu chennai coronavirusupdate coronaupdatesinindia covid19india tncoronaupdates coronaupdatesindia tamilnaducoronaupdate coronavirusindia covid19chennai covid19tamilnadu covid19 corona link
1,"Deputy Commissioner Srinagar Dr Shahid Iqbal said that fine for violaters has also been increased from Rs 500 to Rs 1000

COVID19India",neutral, deputy commissioner srinagar dr shahid iqbal said that fine for violaters has also been increased from rs 500 to rs 1000 covid19india
2,Clear scientific evidence that explains why masks are necessary Dont step out without wearing one Wear your mask properly Protect yourself protect others and help India fight Covid COVID19India LINK,positive, clear scientific evidence that explains why masks are necessary dont step out without wearing one wear your mask properly protect
0,"4244 COVID positives  recorded in TN
168  ChennaiCovid

TNCoronaUpdates COVID19
COVID19India CoronavirusIndia",neutral, 4244 covid positives recorded in tn 168 chennaicovid tncoronaupdates covid19 covid19india coronavirusindia
1,"Mumbai  5 new COVID19 cases reported in Dharavi today taking total number of cases in the area to 2375 in the area

Dharavi DharaviModel coronavirus COVID19India Maharashtra MumbaiFightsCovid19 LINK",positive, mumbai 5 new covid19 cases reported in dharavi today taking total number of cases in the area to 2375 in the area dharavi dharavimodel coronavirus covid19india maharashtra mumbaifightscovid19 link
1,"TamilNadu reports 68 deaths 4244 new COVID19 positive cases and 3617 discharges today

️ The total number of positive cases stands at 138470 including 46969 active cases and 1966 deaths

TNHealth CoronaVirusUpdates COVID19India LINK",positive, positive
0,"Amitabh B Abhishek B Aishwarya B Aradhya B all the Bs are positive
Jaya ji stay safe🥺🤞
COVID19India
AmitabhBachchan AbhishekBachchan
bachchanfamily",positive, positive
0,TODAY 120720 TAMILNADU COVID19 AFFECTED DISTRICT WISE LISTTamilNadu COVID19India COVID19 TN Covid19 covidchennai Trichy TNFightsCorona TNCoronaUpdates jayatvnews LINK,positive, affected district wise listtamilnadu covid19india covid19 tn covid19 covidchennai trichy tnfightscorona tncoronaupdates jayatvnews link
0,"COVID19  Check these Once Again 
1️⃣ Most Common Symptoms
2️⃣ Less Common Symptoms
3️⃣ Serious Symptoms
Be Safe Take Precautions Eat Healthy
Covid19isGettingCloser COVID19 COVID19India LINK",positive, safe
